TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,Cluster
283.81,Debit,San Diego,Branch,28.0,Student,29.000000000000004,1519.35,0
168.53,Debit,San Francisco,ATM,71.0,Retired,112.0,5962.58,0
218.59,Credit,Denver,Branch,40.0,Engineer,123.0,6699.23,1
132.84,Debit,Oklahoma City,ATM,21.0,Student,143.0,822.73,0
157.37,Credit,Dallas,Branch,42.0,Doctor,289.0,13964.31,1
144.77,Debit,Albuquerque,Online,20.0,Student,159.0,867.3199999999999,1
643.22,Debit,Atlanta,ATM,64.0,Doctor,93.0,1035.86,1
913.49125,Debit,El Paso,Branch,41.0,Doctor,297.0,13347.69,1
208.07,Debit,Oklahoma City,Online,32.0,Doctor,36.0,8478.9,0
94.3,Debit,Phoenix,Branch,57.0,Doctor,57.0,11088.95,0
295.5,Debit,Mesa,ATM,59.0,Retired,36.0,6280.66,0
30.23,Debit,Austin,ATM,44.0,Doctor,99.0,481.13,1
112.05,Credit,Phoenix,ATM,26.0,Student,159.0,1122.88,0
180.24,Debit,Phoenix,Branch,58.0,Engineer,144.0,8431.23,0
13.71,Credit,Denver,Online,38.0,Engineer,148.0,8342.79,1
96.54,Debit,New York,Branch,58.0,Retired,95.0,7182.22,0
79.35,Debit,Los Angeles,Online,67.0,Retired,70.0,1692.15,1
101.04,Debit,San Antonio,ATM,27.0,Student,160.0,1695.57,0
74.42,Debit,El Paso,Online,49.0,Engineer,68.00000000000001,6264.21,1
39.66,Debit,Virginia Beach,Branch,52.0,Engineer,169.0,8497.34,0
99.36,Debit,Seattle,ATM,40.0,Doctor,45.99999999999999,1272.12,0
123.84999999999998,Debit,Las Vegas,Online,56.0,Engineer,244.0,3959.62,1
426.93,Debit,Omaha,ATM,19.0,Student,247.99999999999997,476.18999999999994,0
133.73,Credit,San Jose,Online,25.0,Student,123.0,1872.2200000000003,0
222.39,Debit,Virginia Beach,Online,49.0,Engineer,73.0,3117.39,0
215.94,Credit,Virginia Beach,Online,22.0,Student,140.0,1841.69,0
6.3,Debit,Columbus,Branch,80.0,Retired,283.0,7697.680000000001,1
826.23,Debit,Colorado Springs,ATM,29.0,Doctor,209.0,7580.590000000001,1
416.37,Debit,Columbus,Online,35.0,Engineer,67.0,7936.91,1
131.46,Debit,Charlotte,Branch,67.0,Retired,258.0,6642.33,1
202.86,Credit,Memphis,Branch,61.0,Doctor,149.0,7642.250000000001,0
268.39,Debit,Miami,ATM,26.0,Student,171.0,136.74,0
194.85,Debit,Jacksonville,Online,23.0,Student,130.0,319.84,1
137.35,Credit,Sacramento,Online,40.0,Doctor,220.0,12662.66,0
712.75,Debit,Philadelphia,Branch,44.0,Doctor,25.000000000000004,8126.0599999999995,0
353.82,Debit,Milwaukee,ATM,42.0,Doctor,143.0,705.7499999999999,0
507.24999999999994,Debit,Washington,Branch,73.0,Retired,143.0,5331.57,0
212.74,Debit,Seattle,Branch,27.0,Engineer,128.0,7645.469999999999,0
364.42,Debit,Colorado Springs,ATM,51.0,Engineer,146.0,8119.73,1
195.12,Debit,Louisville,ATM,46.0,Doctor,144.0,6101.15,1
230.61,Debit,Raleigh,Branch,80.0,Retired,204.0,2561.42,0
739.28,Credit,Tucson,Branch,58.0,Doctor,47.0,11905.64,0
390.35,Credit,Omaha,ATM,64.0,Doctor,61.00000000000001,7095.88,0
242.03,Debit,Dallas,Online,58.0,Engineer,123.99999999999999,4382.73,1
242.39,Credit,San Antonio,ATM,18.0,Student,271.0,1328.73,0
135.03,Debit,San Francisco,ATM,23.0,Student,180.0,1278.0,0
83.5,Debit,Dallas,Branch,61.0,Retired,91.0,1749.79,1
193.54,Debit,Oklahoma City,Branch,80.0,Retired,267.0,2929.51,0
617.36,Debit,Kansas City,Branch,29.0,Engineer,61.00000000000001,8926.38,1
775.23,Credit,Albuquerque,Online,59.0,Doctor,37.99999999999999,5977.59,1
266.57,Debit,El Paso,ATM,72.0,Retired,100.00000000000001,7676.92,1
153.4,Debit,Mesa,ATM,45.0,Engineer,144.0,4657.7,0
913.49125,Debit,Charlotte,Branch,53.0,Retired,251.0,5579.11,1
5.12,Debit,New York,Branch,34.0,Engineer,90.0,3293.01,0
119.10999999999999,Debit,Detroit,ATM,57.0,Engineer,131.0,7998.25,1
913.49125,Debit,Colorado Springs,Online,24.0,Student,147.0,1093.89,1
119.72,Debit,Tucson,Branch,30.0,Engineer,123.0,3435.34,0
107.4,Debit,Virginia Beach,Online,58.0,Doctor,32.0,344.07,0
115.92,Debit,Raleigh,ATM,53.0,Retired,57.0,3897.17,0
438.04,Debit,Philadelphia,ATM,67.0,Retired,247.0,5358.95,0
677.29,Debit,Houston,Online,27.0,Engineer,287.0,627.79,1
296.0,Debit,Las Vegas,Branch,35.0,Doctor,247.99999999999997,7418.82,1
299.09,Credit,Boston,Branch,36.0,Engineer,84.00000000000001,5615.26,1
461.5199999999999,Credit,Denver,Branch,24.0,Student,44.0,1995.1799999999998,1
100.52,Debit,Las Vegas,ATM,50.0,Engineer,110.0,453.39,1
85.35,Debit,Washington,ATM,66.0,Retired,166.0,2173.76,0
79.76,Debit,Raleigh,Branch,39.0,Engineer,170.0,6452.14,0
778.49,Credit,Omaha,Online,75.0,Retired,107.0,7713.67,0
386.38,Debit,Phoenix,Online,42.0,Engineer,135.0,5528.36,0
165.25,Debit,Sacramento,Online,35.0,Doctor,106.0,9939.94,0
14.29,Debit,Los Angeles,ATM,34.0,Engineer,150.0,7016.99,1
232.79,Credit,Indianapolis,Branch,55.0,Retired,145.0,2661.3,1
913.49125,Credit,Austin,Branch,60.0,Engineer,159.0,9410.17,1
92.29,Debit,Albuquerque,Branch,54.0,Engineer,115.0,2026.3199999999997,1
293.97,Debit,Phoenix,Branch,68.0,Retired,153.0,7371.85,0
136.32,Debit,Miami,Online,19.0,Student,113.0,264.83,0
251.06,Debit,Colorado Springs,Online,36.0,Doctor,34.0,10001.66,1
50.17,Credit,Sacramento,ATM,77.0,Retired,35.0,7752.140000000001,0
21.4,Debit,Fresno,Branch,34.0,Engineer,258.0,9594.11,1
73.28,Debit,Boston,Branch,21.0,Student,21.000000000000004,1329.41,1
70.23,Debit,Memphis,ATM,38.0,Doctor,260.0,11624.93,0
689.29,Debit,El Paso,ATM,22.0,Student,100.00000000000001,168.84,1
745.03,Debit,Fort Worth,Online,28.0,Student,231.0,160.57,1
54.61,Debit,Milwaukee,ATM,58.0,Engineer,160.0,7135.64,0
54.05,Debit,Louisville,Branch,27.0,Student,146.0,469.13999999999993,1
107.47,Debit,Austin,Online,67.0,Retired,144.0,7517.499999999999,1
611.11,Debit,Detroit,ATM,20.0,Student,282.0,919.84,1
219.63,Debit,Charlotte,ATM,48.0,Doctor,44.0,8013.63,1
188.7,Debit,New York,Branch,54.0,Retired,123.0,5077.06,0
93.52,Debit,Philadelphia,Online,51.0,Engineer,97.0,2791.2,0
275.92,Credit,Nashville,Branch,62.0,Retired,107.0,1777.38,0
376.79,Debit,Milwaukee,Branch,68.0,Retired,265.0,7749.14,0
8.98,Debit,Detroit,Online,66.0,Retired,56.0,4516.76,1
697.32,Debit,Atlanta,Online,68.0,Retired,91.0,2016.0200000000002,1
17.45,Debit,Omaha,ATM,18.0,Student,88.0,1959.52,0
302.16,Debit,Kansas City,Online,80.0,Retired,138.0,3876.61,1
442.74,Debit,San Diego,Branch,23.0,Student,136.0,1790.27,0
623.9,Debit,San Jose,ATM,27.0,Student,249.0,711.4699999999999,0
445.41,Debit,Fresno,ATM,35.0,Doctor,235.0,12154.66,1
63.41,Debit,Fort Worth,ATM,26.0,Student,36.0,1546.22,1
346.85,Debit,Kansas City,ATM,44.0,Doctor,88.0,7208.15,1
71.95,Credit,Omaha,Online,59.0,Engineer,53.00000000000001,9267.32,0
7.499999999999999,Debit,Dallas,Online,63.0,Retired,36.0,6485.78,1
206.46,Debit,Virginia Beach,ATM,65.0,Retired,279.0,3984.38,0
423.11,Debit,Columbus,ATM,60.0,Engineer,47.0,412.78,1
35.84,Credit,Colorado Springs,Online,54.0,Retired,172.0,4795.65,1
88.6,Credit,Raleigh,Branch,28.0,Student,105.0,246.57,0
913.49125,Debit,Oklahoma City,ATM,18.0,Student,168.00000000000003,1058.13,0
53.81,Credit,Raleigh,ATM,55.0,Engineer,37.0,2564.62,0
22.46,Debit,New York,Online,54.0,Retired,78.0,6631.5,0
334.89,Debit,Fort Worth,Online,21.0,Student,260.0,1661.68,1
319.27,Credit,Omaha,Online,54.0,Retired,59.00000000000001,5504.01,0
144.3,Debit,Oklahoma City,ATM,18.0,Student,88.0,312.19,0
348.7,Credit,Fresno,Branch,69.0,Retired,149.0,2445.58,1
366.21,Debit,Oklahoma City,ATM,62.0,Doctor,181.0,10862.99,0
99.11,Debit,Philadelphia,Online,55.0,Retired,12.0,5414.87,0
539.35,Debit,Milwaukee,ATM,55.0,Retired,127.0,3919.4399999999996,0
188.99,Debit,Oklahoma City,Branch,58.0,Engineer,91.99999999999999,7315.34,0
913.49125,Debit,Nashville,ATM,46.0,Engineer,58.00000000000001,3740.7300000000005,0
710.14,Debit,El Paso,ATM,26.0,Student,227.0,465.62999999999994,1
308.68,Debit,Milwaukee,Online,53.0,Doctor,170.0,9992.36,0
166.68,Debit,Mesa,ATM,57.0,Retired,139.0,5141.19,0
0.9899999999999999,Debit,Los Angeles,ATM,45.0,Engineer,133.0,4317.85,1
505.19000000000005,Debit,Kansas City,ATM,30.0,Doctor,128.0,5326.68,1
66.58,Debit,Raleigh,Branch,23.0,Student,79.0,1636.32,0
223.43,Debit,Dallas,Branch,77.0,Retired,178.0,7932.410000000001,1
659.95,Debit,Detroit,Online,60.0,Engineer,114.0,3927.6900000000005,1
634.86,Debit,Chicago,ATM,27.0,Student,45.0,588.4999999999999,1
286.5,Credit,Boston,Branch,30.0,Engineer,60.00000000000001,8517.95,1
322.96,Credit,Philadelphia,Branch,76.0,Retired,168.00000000000003,2401.59,0
654.48,Debit,Columbus,Branch,19.0,Student,114.0,6776.41,1
157.97,Debit,Philadelphia,Branch,48.0,Doctor,140.0,5529.92,0
120.9,Debit,Tucson,Branch,40.0,Doctor,52.00000000000001,9009.42,0
254.77,Debit,Denver,Branch,57.0,Engineer,57.0,5994.87,1
795.96,Debit,Raleigh,Online,65.0,Retired,119.0,5468.58,0
149.25,Debit,Omaha,ATM,39.0,Engineer,142.0,5677.52,0
3.42,Credit,San Antonio,Online,43.0,Doctor,158.0,14180.21,0
68.19,Credit,Fresno,Online,40.0,Doctor,189.0,9895.1,1
493.42,Debit,Baltimore,Branch,39.0,Engineer,111.0,2232.84,1
37.57,Debit,El Paso,ATM,57.0,Retired,42.00000000000001,7739.54,1
127.00000000000001,Credit,Nashville,Branch,19.0,Student,68.00000000000001,431.16,0
96.89,Debit,Sacramento,ATM,59.0,Retired,53.00000000000001,6044.93,0
448.33,Debit,Atlanta,ATM,25.0,Student,161.0,922.19,1
913.49125,Debit,San Diego,ATM,51.0,Engineer,55.0,447.53,0
8.65,Debit,Las Vegas,Online,48.0,Doctor,273.0,10778.35,1
65.57,Debit,Miami,Online,41.0,Engineer,82.0,7513.79,0
539.81,Debit,San Francisco,Online,46.0,Engineer,177.0,2051.25,0
363.53,Debit,Kansas City,ATM,63.0,Retired,142.0,1038.91,1
64.9,Credit,Detroit,Branch,51.0,Retired,72.0,6854.61,1
358.18,Debit,Boston,ATM,18.0,Student,157.0,619.86,1
167.2,Debit,San Antonio,Branch,30.0,Doctor,84.00000000000001,11320.83,0
121.91,Debit,Chicago,Branch,60.0,Doctor,133.0,14510.8,1
137.57,Debit,Louisville,Online,54.0,Engineer,70.0,5103.67,1
534.62,Debit,Oklahoma City,Online,55.0,Doctor,45.0,13793.53,0
463.9200000000001,Debit,Mesa,Online,50.0,Engineer,199.0,2403.39,0
320.14,Debit,Milwaukee,Online,60.0,Retired,96.0,3075.97,0
214.93,Debit,Albuquerque,Online,28.0,Student,52.00000000000001,7835.4,1
660.02,Debit,Nashville,Branch,20.0,Student,84.00000000000001,414.43,0
345.81,Debit,Raleigh,Branch,40.0,Engineer,135.0,6116.8,0
143.54,Debit,Philadelphia,ATM,71.0,Retired,80.0,6067.62,0
42.55,Debit,Seattle,Branch,53.0,Engineer,29.000000000000004,7341.43,0
913.49125,Credit,Omaha,Online,21.0,Student,128.0,1240.71,0
541.79,Debit,Mesa,ATM,22.0,Student,125.0,1454.08,0
40.57,Debit,Columbus,Branch,26.0,Student,63.0,1476.91,1
120.24,Debit,Milwaukee,Branch,18.0,Student,131.0,1943.1300000000003,0
498.67,Debit,Miami,Online,28.0,Student,244.0,1719.97,0
227.22,Debit,El Paso,ATM,53.0,Doctor,220.0,832.82,1
913.49125,Debit,Tucson,Online,30.0,Engineer,34.0,7696.16,0
56.94,Credit,Charlotte,Online,76.0,Retired,74.0,7004.63,1
629.82,Debit,Colorado Springs,ATM,68.0,Retired,159.0,6385.69,1
59.440000000000005,Debit,Chicago,Online,35.0,Engineer,176.0,5472.03,1
186.69,Debit,New York,Branch,30.0,Engineer,53.99999999999999,8602.22,0
230.46,Debit,Mesa,Online,19.0,Student,179.0,162.53,0
65.09,Credit,Seattle,Online,44.0,Engineer,159.0,9370.9,0
457.09,Credit,Nashville,Online,55.0,Engineer,63.0,8570.82,0
552.02,Credit,Chicago,ATM,44.0,Engineer,100.00000000000001,522.08,1
377.12,Debit,Houston,ATM,34.0,Engineer,61.00000000000001,836.6699999999998,1
204.56,Credit,San Diego,Branch,18.0,Student,179.0,364.72,0
420.28,Debit,Washington,Branch,35.0,Doctor,144.0,8557.32,0
97.09,Debit,Fort Worth,ATM,24.0,Student,202.0,1579.57,1
124.59,Debit,Charlotte,Branch,27.0,Student,171.0,129.29,1
73.88,Debit,Charlotte,Online,39.0,Doctor,34.0,6474.41,1
77.43,Debit,Raleigh,Online,21.0,Student,169.0,1380.21,0
106.16,Debit,Phoenix,ATM,56.0,Doctor,277.0,7487.790000000001,0
245.93000000000004,Debit,Fresno,Branch,54.0,Engineer,172.0,7986.629999999999,1
622.41,Debit,Indianapolis,ATM,64.0,Doctor,125.0,7322.01,1
43.73,Debit,Omaha,ATM,34.0,Doctor,145.0,9929.43,0
913.49125,Debit,Austin,Branch,19.0,Student,68.00000000000001,1830.98,1
2.03,Credit,Detroit,ATM,33.0,Engineer,28.0,3012.31,1
770.65,Debit,Jacksonville,Online,31.0,Doctor,137.0,7198.8,1
260.31,Debit,Austin,Branch,63.0,Doctor,113.0,10980.38,1
356.1,Credit,Fort Worth,Branch,26.0,Student,187.0,868.35,1
27.07,Credit,Virginia Beach,Branch,80.0,Retired,39.0,3773.2899999999995,0
119.89,Debit,Tucson,ATM,67.0,Doctor,60.00000000000001,6697.77,0
106.39,Debit,Virginia Beach,Online,37.0,Doctor,281.0,9410.99,0
12.04,Debit,Fort Worth,Online,37.0,Engineer,58.00000000000001,6213.32,1
365.7,Debit,Houston,Branch,21.0,Student,115.0,368.78,1
29.38,Credit,Baltimore,Branch,28.0,Student,63.0,1663.31,1
319.85,Debit,Denver,ATM,60.0,Doctor,148.0,711.6599999999999,1
350.14,Credit,Los Angeles,Online,75.0,Retired,37.99999999999999,2403.25,1
163.94,Credit,Virginia Beach,Branch,52.0,Retired,73.0,5957.37,0
170.53,Debit,Oklahoma City,Branch,24.0,Student,58.00000000000001,801.01,0
262.22,Credit,Baltimore,ATM,40.0,Engineer,136.0,5711.71,1
41.49,Debit,Albuquerque,Online,24.0,Student,13.0,928.33,1
121.43,Credit,Sacramento,Branch,52.0,Engineer,243.0,7365.28,0
350.46,Debit,Nashville,Branch,51.0,Retired,165.0,5839.38,0
220.41,Credit,El Paso,Online,26.0,Engineer,155.0,5116.98,1
33.46,Debit,Seattle,ATM,72.0,Retired,111.0,3641.07,0
104.79,Debit,Denver,ATM,70.0,Doctor,223.0,1352.19,1
246.27000000000004,Debit,Fresno,Online,29.0,Doctor,141.0,7299.86,1
48.85,Debit,Dallas,ATM,19.0,Student,176.0,1503.56,1
332.0,Debit,Charlotte,ATM,69.0,Retired,17.0,5943.13,1
118.10000000000001,Debit,Memphis,Online,54.0,Engineer,167.0,895.6599999999999,0
84.59,Credit,Las Vegas,Branch,67.0,Doctor,10.0,5669.1,1
295.64,Debit,Jacksonville,Online,21.0,Student,82.0,1061.96,1
514.33,Debit,Philadelphia,Branch,25.0,Student,160.0,1592.94,0
913.49125,Debit,San Antonio,ATM,43.0,Doctor,169.0,6215.96,0
94.59,Debit,Washington,Online,39.0,Doctor,34.0,6171.89,0
80.43,Debit,Columbus,Branch,59.0,Retired,157.0,5987.67,1
54.25,Debit,Virginia Beach,Online,68.0,Doctor,37.0,14783.33,0
178.88,Credit,Dallas,Branch,76.0,Retired,93.0,4708.29,1
518.85,Debit,Kansas City,Online,22.0,Student,82.0,1806.0,1
10.65,Debit,Louisville,Online,54.0,Doctor,161.0,13240.72,1
198.62,Credit,Tucson,Branch,27.0,Student,84.00000000000001,1196.07,0
107.03,Debit,Miami,Branch,27.0,Student,73.0,1408.07,0
139.57,Debit,Fort Worth,ATM,19.0,Student,263.0,271.78,1
312.47,Debit,Milwaukee,ATM,49.0,Engineer,148.0,9419.27,0
346.11,Debit,Dallas,Branch,41.0,Engineer,213.0,9551.64,1
138.06,Debit,Charlotte,Branch,44.0,Engineer,159.0,1070.47,1
158.02,Debit,New York,ATM,49.0,Engineer,120.0,9374.24,0
830.01,Credit,Chicago,Online,66.0,Retired,96.0,4253.18,1
435.5,Debit,Oklahoma City,ATM,55.0,Retired,112.0,6981.03,0
110.49,Debit,Raleigh,Online,57.0,Doctor,48.0,10483.93,0
329.4,Debit,Denver,Online,34.0,Doctor,68.00000000000001,9588.07,1
635.4,Debit,Denver,ATM,47.0,Doctor,106.0,1238.11,1
769.97,Debit,San Diego,Branch,22.0,Student,22.999999999999996,1244.93,0
175.07,Debit,Colorado Springs,Branch,26.0,Student,169.0,1040.25,1
7.309999999999999,Debit,Las Vegas,Branch,78.0,Retired,282.0,5757.67,1
175.15,Debit,Detroit,ATM,27.0,Student,32.0,1712.65,1
32.54,Debit,Oklahoma City,Online,25.0,Student,183.0,1544.88,0
121.82,Debit,Dallas,Online,60.0,Doctor,119.0,13293.83,1
56.12,Debit,El Paso,ATM,30.0,Doctor,102.0,8839.67,1
424.7,Credit,Miami,Online,56.0,Retired,178.0,6239.89,0
35.16,Debit,Chicago,Branch,32.0,Engineer,130.0,8459.18,1
35.73,Debit,Miami,Branch,65.0,Doctor,87.0,9073.17,0
3.44,Debit,Fort Worth,ATM,78.0,Retired,107.99999999999999,7561.33,1
913.49125,Credit,Fort Worth,Branch,21.0,Student,235.0,694.03,1
139.03,Credit,Los Angeles,Online,50.0,Engineer,81.0,2276.57,1
254.92000000000002,Credit,San Antonio,ATM,28.0,Engineer,169.0,2791.12,0
115.11000000000001,Debit,Albuquerque,Online,28.0,Engineer,139.0,9808.97,1
171.11,Debit,San Francisco,ATM,57.0,Retired,171.0,6324.09,0
168.54,Debit,Oklahoma City,ATM,70.0,Doctor,142.0,13406.0,0
420.76,Debit,Miami,Branch,51.0,Retired,75.99999999999999,6581.55,0
408.46,Debit,Raleigh,Branch,64.0,Retired,28.0,3140.79,0
913.49125,Credit,Detroit,Online,30.0,Doctor,45.0,10357.26,1
342.17,Credit,New York,Branch,21.0,Student,247.0,461.83,0
580.71,Debit,Philadelphia,ATM,53.0,Engineer,95.0,5670.0,0
821.54,Credit,Atlanta,Branch,79.0,Retired,36.0,4040.3199999999997,1
253.47000000000003,Debit,Atlanta,Branch,20.0,Student,238.0,220.51,1
22.81,Debit,New York,Online,62.0,Retired,75.0,3634.76,0
266.57,Credit,Boston,Online,39.0,Engineer,96.0,7180.48,1
374.61,Credit,Mesa,Online,75.0,Retired,37.0,1389.71,0
339.35,Credit,Boston,ATM,78.0,Retired,70.0,5002.7,1
810.36,Debit,Columbus,ATM,20.0,Student,67.0,9239.12,1
9.83,Debit,Memphis,ATM,24.0,Student,86.0,666.42,0
135.57,Credit,Boston,Branch,51.0,Doctor,116.00000000000001,11351.64,1
340.05,Debit,Detroit,ATM,43.0,Engineer,37.0,7234.15,1
283.45,Debit,Colorado Springs,Branch,27.0,Engineer,127.0,2049.51,1
100.99,Debit,New York,ATM,68.0,Doctor,114.0,8865.27,0
90.88,Debit,Albuquerque,Branch,18.0,Student,176.0,3908.4700000000003,1
655.15,Debit,Seattle,ATM,26.0,Engineer,264.0,5587.44,0
320.55,Debit,Milwaukee,Online,50.0,Engineer,118.0,438.75,0
41.51,Debit,Phoenix,Online,28.0,Student,48.0,609.5999999999999,0
71.53,Credit,Jacksonville,Branch,68.0,Retired,39.0,2393.73,1
467.13000000000005,Credit,Kansas City,Branch,54.0,Retired,45.0,3914.84,1
235.39999999999998,Debit,Detroit,Branch,28.0,Student,70.0,818.3599999999999,1
159.32,Debit,Seattle,Branch,18.0,Student,100.00000000000001,304.44,0
50.83,Credit,Philadelphia,Online,30.0,Doctor,48.0,9553.42,0
56.89,Credit,Houston,Branch,59.0,Engineer,56.0,3034.67,1
20.22,Debit,Jacksonville,ATM,43.0,Engineer,138.0,5515.32,1
50.4,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1677.01,0
73.88,Debit,Los Angeles,Branch,53.0,Retired,131.0,4055.55,1
119.61,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,9899.94,0
913.49125,Debit,Miami,Branch,18.0,Student,129.0,756.74,0
116.57999999999998,Debit,Raleigh,Branch,43.0,Engineer,247.0,2620.74,0
913.49125,Debit,Portland,ATM,30.0,Doctor,161.0,11090.24,0
391.96,Debit,Nashville,ATM,64.0,Retired,79.0,2174.16,0
156.26,Credit,Virginia Beach,Branch,46.0,Engineer,160.0,7854.100000000001,0
427.0,Credit,Oklahoma City,Branch,49.0,Engineer,163.0,8253.65,0
443.68,Debit,Tucson,ATM,18.0,Student,137.0,874.1499999999999,0
101.76,Debit,Philadelphia,Branch,31.0,Doctor,26.0,6043.25,0
67.57,Debit,Charlotte,Branch,37.0,Engineer,107.0,2766.12,1
326.29,Debit,Denver,Online,56.0,Engineer,179.0,8171.259999999999,1
158.56,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,5401.21,0
56.02,Debit,Memphis,Online,27.0,Student,142.0,3548.02,0
288.28,Debit,Portland,Online,27.0,Student,36.0,160.83,0
245.67000000000002,Credit,Portland,Branch,24.0,Student,107.0,752.2499999999999,0
152.18,Credit,Los Angeles,Online,39.0,Engineer,176.0,2459.84,1
114.35000000000001,Credit,El Paso,Branch,41.0,Engineer,21.000000000000004,469.12,1
373.27,Credit,Miami,Online,61.0,Doctor,79.0,8441.61,0
504.63,Debit,Portland,Online,60.0,Engineer,168.00000000000003,3806.16,0
126.22000000000001,Debit,Atlanta,ATM,46.0,Engineer,77.0,6133.41,1
820.15,Debit,Kansas City,Branch,47.0,Doctor,181.0,8802.97,1
913.49125,Credit,Houston,Online,68.0,Doctor,127.0,14881.77,1
8.37,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1106.34,1
197.49,Credit,Fresno,Online,53.0,Retired,30.0,5005.33,1
637.97,Debit,New York,Branch,58.0,Retired,90.0,7949.03,0
13.52,Debit,Seattle,ATM,26.0,Student,65.0,259.77,0
432.1,Debit,San Francisco,ATM,49.0,Engineer,240.0,2114.3,0
375.17,Debit,Fort Worth,ATM,51.0,Engineer,66.0,5495.3,1
642.68,Debit,Fresno,Branch,50.0,Doctor,94.0,8461.46,1
78.44,Credit,San Jose,Online,52.0,Retired,292.0,6870.84,0
139.72,Debit,Memphis,Branch,49.0,Engineer,201.0,5058.83,0
499.99,Debit,San Jose,Branch,31.0,Engineer,296.0,8885.0,0
10.07,Debit,Albuquerque,Online,24.0,Student,49.0,530.81,1
120.62,Debit,Raleigh,ATM,23.0,Student,85.0,9379.53,0
578.49,Debit,Nashville,Branch,59.0,Retired,180.0,6475.13,0
119.29999999999998,Debit,Mesa,Branch,34.0,Engineer,22.0,319.04,0
280.92,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,5298.85,0
42.42,Debit,Sacramento,Online,21.0,Student,102.0,490.57,0
77.03,Debit,Fresno,ATM,67.0,Doctor,259.0,11310.27,1
22.59,Debit,Seattle,ATM,62.0,Retired,45.0,3988.75,0
568.76,Debit,Baltimore,ATM,51.0,Retired,155.0,7484.319999999999,1
25.94,Credit,San Jose,Online,58.0,Retired,211.0,4815.11,0
105.94,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,5963.1,0
733.29,Debit,Virginia Beach,ATM,52.0,Doctor,94.0,10427.0,0
350.15,Credit,Fresno,ATM,21.0,Student,195.0,296.47,1
913.49125,Debit,Kansas City,ATM,65.0,Doctor,105.0,1100.06,1
183.67,Debit,San Diego,Online,19.0,Student,238.0,910.26,0
278.27,Debit,Tucson,Branch,29.0,Doctor,123.0,6684.34,0
470.3,Debit,Austin,ATM,40.0,Doctor,88.0,8524.09,1
261.69,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,5126.65,0
365.04,Debit,Virginia Beach,Branch,22.0,Student,94.0,873.8899999999999,0
211.1,Debit,Miami,Branch,57.0,Retired,136.0,7059.77,0
21.49,Debit,Denver,ATM,58.0,Doctor,240.0,11991.24,1
63.58,Debit,Columbus,ATM,18.0,Student,199.0,8086.040000000001,1
321.86,Debit,San Antonio,ATM,63.0,Doctor,167.0,12626.49,0
12.11,Debit,Jacksonville,Branch,75.0,Retired,127.0,1730.28,1
642.54,Debit,Milwaukee,Branch,44.0,Engineer,28.0,3143.17,0
210.45,Debit,Las Vegas,ATM,27.0,Student,146.0,1242.49,1
313.65,Credit,Chicago,Branch,55.0,Retired,173.0,1886.36,1
99.76,Debit,Sacramento,Branch,26.0,Student,131.0,416.89,0
115.32000000000001,Debit,Denver,Branch,53.0,Retired,113.0,5929.08,1
33.61,Debit,Milwaukee,Online,23.0,Student,72.0,479.08,0
498.5899999999999,Credit,Oklahoma City,Online,33.0,Doctor,32.0,5862.99,0
98.81,Debit,San Francisco,Branch,27.0,Student,91.0,797.1,0
1.87,Debit,Washington,ATM,65.0,Retired,147.0,7287.94,0
78.92,Credit,Jacksonville,Online,59.0,Engineer,95.0,5624.86,1
194.29,Credit,Seattle,Branch,39.0,Engineer,10.0,2988.41,0
28.729999999999997,Debit,Kansas City,ATM,53.0,Engineer,185.0,2712.96,1
105.53,Debit,Colorado Springs,Online,24.0,Student,88.0,1433.66,1
737.34,Debit,Miami,Online,30.0,Doctor,34.0,7336.56,0
237.86000000000004,Debit,Philadelphia,ATM,18.0,Student,210.0,475.62999999999994,0
409.61,Debit,Kansas City,Branch,65.0,Doctor,89.0,11698.15,1
75.53,Credit,Fresno,Online,21.0,Student,157.0,1034.35,1
72.75,Debit,Phoenix,ATM,64.0,Doctor,15.0,12042.79,0
39.11,Debit,Columbus,Online,26.0,Student,143.0,518.54,1
913.49125,Debit,San Francisco,ATM,23.0,Student,139.0,1258.93,0
729.38,Debit,Los Angeles,ATM,68.0,Doctor,90.0,9127.65,1
137.49,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,4471.05,1
504.71,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,6214.54,1
371.47,Credit,Milwaukee,Branch,24.0,Student,58.00000000000001,1187.04,0
430.35,Debit,Charlotte,Online,36.0,Doctor,205.0,354.9,1
230.32,Debit,Las Vegas,Branch,35.0,Engineer,56.0,791.46,1
121.71,Debit,Chicago,ATM,52.0,Retired,140.0,5878.89,1
98.87,Debit,Detroit,Online,20.0,Student,179.0,533.2,1
117.54999999999998,Debit,Fresno,ATM,24.0,Student,35.0,897.94,1
244.64,Debit,Tucson,Branch,30.0,Doctor,103.0,9159.56,0
